靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
6505   	鹅て       	20170320	   96.34
2303   	羛筿         	20170320	   11.39
2330   	縩筿       	20170320	  178.81
2408   	玭ㄈ       	20170320	   44.04
2357   	地河         	20170320	  252.13
3008   	ミ       	20170320	 4590.20
3481   	竤承         	20170320	   11.39
2412   	い地筿       	20170320	   96.86
2308   	笷筿       	20170320	  155.05
2327   	瓣エ         	20170320	   94.77
2317   	翬         	20170320	  104.06
2474   	Θ         	20170320	  273.39
1101   	猟         	20170321	   32.38
1216   	参         	20170321	   51.67
1301   	鹅         	20170321	   83.90
1402   	环狥穝       	20170321	   25.63
2002   	い葵         	20170321	   24.14
2105   	タ穝         	20170321	   59.93
2912   	参禬       	20170321	  223.84
9904   	腳Θ         	20170321	   37.97
6505   	鹅て       	20170321	   97.24
2303   	羛筿         	20170321	   11.39
2330   	縩筿       	20170321	  182.07
2408   	玭ㄈ       	20170321	   44.18
2357   	地河         	20170321	  256.57
3008   	ミ       	20170321	 4677.73
3481   	竤承         	20170321	   11.43
2412   	い地筿       	20170321	   96.86
2308   	笷筿       	20170321	  156.44
2327   	瓣エ         	20170321	   95.10
2317   	翬         	20170321	  104.29
2474   	Θ         	20170321	  276.20
1101   	猟         	20170322	   31.96
1216   	参         	20170322	   51.31
1301   	鹅         	20170322	   83.18
1402   	环狥穝       	20170322	   25.63
2002   	い葵         	20170322	   24.01
2105   	タ穝         	20170322	   59.47
2912   	参禬       	20170322	  220.25
9904   	腳Θ         	20170322	   37.84
6505   	鹅て       	20170322	   95.89
2303   	羛筿         	20170322	   11.30
2330   	縩筿       	20170322	  180.67
2408   	玭ㄈ       	20170322	   43.99
2357   	地河         	20170322	  257.90
3008   	ミ       	20170322	 4609.65
3481   	竤承         	20170322	   11.30
2412   	い地筿       	20170322	   95.49
2308   	笷筿       	20170322	  154.59
2327   	瓣エ         	20170322	   93.76
2317   	翬         	20170322	  104.29
2474   	Θ         	20170322	  273.85
1101   	猟         	20170323	   32.05
1216   	参         	20170323	   51.67
1301   	鹅         	20170323	   83.45
1402   	环狥穝       	20170323	   25.49
2002   	い葵         	20170323	   23.96
2105   	タ穝         	20170323	   59.11
2912   	参禬       	20170323	  219.81
9904   	腳Θ         	20170323	   37.52
6505   	鹅て       	20170323	   95.44
2303   	羛筿         	20170323	   11.48
2330   	縩筿       	20170323	  180.67
2408   	玭ㄈ       	20170323	   44.32
2357   	地河         	20170323	  258.34
3008   	ミ       	20170323	 4619.38
3481   	竤承         	20170323	   11.30
2412   	い地筿       	20170323	   95.49
2308   	笷筿       	20170323	  155.51
2327   	瓣エ         	20170323	   92.64
2317   	翬         	20170323	  104.06
2474   	Θ         	20170323	  271.51
1101   	猟         	20170324	   32.05
1216   	参         	20170324	   51.76
1301   	鹅         	20170324	   83.81
1402   	环狥穝       	20170324	   25.30
2002   	い葵         	20170324	   23.77
2105   	タ穝         	20170324	   59.29
2912   	参禬       	20170324	  221.60
9904   	腳Θ         	20170324	   37.34
6505   	鹅て       	20170324	   95.89
2303   	羛筿         	20170324	   11.35
2330   	縩筿       	20170324	  179.74
2408   	玭ㄈ       	20170324	   45.62
2357   	地河         	20170324	  258.79
3008   	ミ       	20170324	 4658.28
3481   	竤承         	20170324	   11.11
2412   	い地筿       	20170324	   95.49
2308   	笷筿       	20170324	  154.13
2327   	瓣エ         	20170324	   91.75
2317   	翬         	20170324	  103.26
2474   	Θ         	20170324	  267.76
1101   	猟         	20170327	   31.84
1216   	参         	20170327	   50.86
1301   	鹅         	20170327	   83.81
1402   	环狥穝       	20170327	   25.58
2002   	い葵         	20170327	   23.82
2105   	タ穝         	20170327	   58.74
2912   	参禬       	20170327	  220.70
9904   	腳Θ         	20170327	   36.88
6505   	鹅て       	20170327	   95.89
2303   	羛筿         	20170327	   11.35
2330   	縩筿       	20170327	  180.21
2408   	玭ㄈ       	20170327	   44.32
2357   	地河         	20170327	  263.23
3008   	ミ       	20170327	 4663.14
3481   	竤承         	20170327	   11.11
2412   	い地筿       	20170327	   95.95
2308   	笷筿       	20170327	  153.66
2327   	瓣エ         	20170327	   92.20
2317   	翬         	20170327	  103.15
2474   	Θ         	20170327	  266.82
1101   	猟         	20170328	   31.33
1216   	参         	20170328	   51.22
1301   	鹅         	20170328	   83.99
1402   	环狥穝       	20170328	   25.21
2002   	い葵         	20170328	   23.77
2105   	タ穝         	20170328	   58.19
2912   	参禬       	20170328	  222.50
9904   	腳Θ         	20170328	   38.16
6505   	鹅て       	20170328	   96.34
2303   	羛筿         	20170328	   11.21
2330   	縩筿       	20170328	  181.61
2408   	玭ㄈ       	20170328	   44.50
2357   	地河         	20170328	  263.67
3008   	ミ       	20170328	 4604.79
3481   	竤承         	20170328	   11.20
2412   	い地筿       	20170328	   95.95
2308   	笷筿       	20170328	  153.66
2327   	瓣エ         	20170328	   93.87
2317   	翬         	20170328	  103.94
2474   	Θ         	20170328	  262.60
1101   	猟         	20170329	   31.79
1216   	参         	20170329	   51.31
1301   	鹅         	20170329	   83.54
1402   	环狥穝       	20170329	   25.21
2002   	い葵         	20170329	   23.73
2105   	タ穝         	20170329	   57.73
2912   	参禬       	20170329	  222.95
9904   	腳Θ         	20170329	   38.25
6505   	鹅て       	20170329	   95.89
2303   	羛筿         	20170329	   11.21
2330   	縩筿       	20170329	  178.81
2408   	玭ㄈ       	20170329	   44.41
2357   	地河         	20170329	  263.67
3008   	ミ       	20170329	 4561.03
3481   	竤承         	20170329	   11.94
2412   	い地筿       	20170329	   95.03
2308   	笷筿       	20170329	  151.81
2327   	瓣エ         	20170329	   93.54
2317   	翬         	20170329	  104.29
2474   	Θ         	20170329	  271.98
1101   	猟         	20170330	   31.08
1216   	参         	20170330	   51.13
1301   	鹅         	20170330	   82.64
1402   	环狥穝       	20170330	   25.07
2002   	い葵         	20170330	   23.77
2105   	タ穝         	20170330	   57.64
2912   	参禬       	20170330	  223.39
9904   	腳Θ         	20170330	   38.07
6505   	鹅て       	20170330	   96.34
2303   	羛筿         	20170330	   11.30
2330   	縩筿       	20170330	  178.81
2408   	玭ㄈ       	20170330	   45.43
2357   	地河         	20170330	  264.11
3008   	ミ       	20170330	 4561.03
3481   	竤承         	20170330	   11.57
2412   	い地筿       	20170330	   95.03
2308   	笷筿       	20170330	  151.35
2327   	瓣エ         	20170330	   93.54
2317   	翬         	20170330	  104.17
2474   	Θ         	20170330	  271.51
1101   	猟         	20170331	   30.61
1216   	参         	20170331	   51.04
1301   	鹅         	20170331	   81.65
1402   	环狥穝       	20170331	   24.55
2002   	い葵         	20170331	   23.59
2105   	タ穝         	20170331	   57.46
2912   	参禬       	20170331	  224.29
9904   	腳Θ         	20170331	   38.25
6505   	鹅て       	20170331	   95.44
2303   	羛筿         	20170331	   11.30
2330   	縩筿       	20170331	  176.47
2408   	玭ㄈ       	20170331	   45.15
2357   	地河         	20170331	  266.33
3008   	ミ       	20170331	 4648.55
3481   	竤承         	20170331	   11.62
2412   	い地筿       	20170331	   94.12
2308   	笷筿       	20170331	  150.42
2327   	瓣エ         	20170331	   92.53
2317   	翬         	20170331	  103.72
2474   	Θ         	20170331	  281.36
1101   	猟         	20170405	   31.25
1216   	参         	20170405	   52.20
1301   	鹅         	20170405	   83.63
1402   	环狥穝       	20170405	   24.55
2002   	い葵         	20170405	   24.19
2105   	タ穝         	20170405	   58.28
2912   	参禬       	20170405	  232.81
9904   	腳Θ         	20170405	   39.39
6505   	鹅て       	20170405	   97.24
2303   	羛筿         	20170405	   11.35
2330   	縩筿       	20170405	  180.21
2408   	玭ㄈ       	20170405	   44.69
2357   	地河         	20170405	  272.10
3008   	ミ       	20170405	 4687.45
3481   	竤承         	20170405	   11.71
2412   	い地筿       	20170405	   94.58
2308   	笷筿       	20170405	  153.20
2327   	瓣エ         	20170405	   93.99
2317   	翬         	20170405	  111.70
2474   	Θ         	20170405	  280.42
1101   	猟         	20170406	   31.46
1216   	参         	20170406	   51.76
1301   	鹅         	20170406	   83.09
1402   	环狥穝       	20170406	   24.55
2002   	い葵         	20170406	   23.96
2105   	タ穝         	20170406	   58.10
2912   	参禬       	20170406	  230.12
9904   	腳Θ         	20170406	   39.11
6505   	鹅て       	20170406	   95.89
2303   	羛筿         	20170406	   11.30
2330   	縩筿       	20170406	  178.81
2408   	玭ㄈ       	20170406	   45.29
2357   	地河         	20170406	  265.45
3008   	ミ       	20170406	 4473.50
3481   	竤承         	20170406	   11.67
2412   	い地筿       	20170406	   95.03
2308   	笷筿       	20170406	  154.13
2327   	瓣エ         	20170406	   93.76
2317   	翬         	20170406	  110.90
2474   	Θ         	20170406	  286.98
1101   	猟         	20170407	   31.33
1216   	参         	20170407	   50.41
1301   	鹅         	20170407	   82.55
1402   	环狥穝       	20170407	   24.27
2002   	い葵         	20170407	   23.68
2105   	タ穝         	20170407	   57.27
2912   	参禬       	20170407	  231.47
9904   	腳Θ         	20170407	   39.11
6505   	鹅て       	20170407	   97.24
2303   	羛筿         	20170407	   11.25
2330   	縩筿       	20170407	  178.34
2408   	玭ㄈ       	20170407	   44.78
2357   	地河         	20170407	  265.45
3008   	ミ       	20170407	 4570.75
3481   	竤承         	20170407	   12.08
2412   	い地筿       	20170407	   95.49
2308   	笷筿       	20170407	  151.81
2327   	瓣エ         	20170407	   93.09
2317   	翬         	20170407	  109.53
2474   	Θ         	20170407	  282.29
1101   	猟         	20170410	   31.20
1216   	参         	20170410	   50.23
1301   	鹅         	20170410	   83.72
1402   	环狥穝       	20170410	   24.13
2002   	い葵         	20170410	   24.01
2105   	タ穝         	20170410	   57.64
2912   	参禬       	20170410	  230.12
9904   	腳Θ         	20170410	   39.16
6505   	鹅て       	20170410	   99.49
2303   	羛筿         	20170410	   11.25
2330   	縩筿       	20170410	  177.41
2408   	玭ㄈ       	20170410	   44.46
2357   	地河         	20170410	  262.34
3008   	ミ       	20170410	 4488.09
3481   	竤承         	20170410	   12.82
2412   	い地筿       	20170410	   95.03
2308   	笷筿       	20170410	  153.20
2327   	瓣エ         	20170410	   94.77
2317   	翬         	20170410	  109.99
2474   	Θ         	20170410	  280.89
1101   	猟         	20170411	   31.12
1216   	参         	20170411	   49.60
1301   	鹅         	20170411	   84.17
1402   	环狥穝       	20170411	   24.09
2002   	い葵         	20170411	   23.96
2105   	タ穝         	20170411	   57.18
2912   	参禬       	20170411	  233.26
9904   	腳Θ         	20170411	   39.30
6505   	鹅て       	20170411	   98.59
2303   	羛筿         	20170411	   11.25
2330   	縩筿       	20170411	  178.34
2408   	玭ㄈ       	20170411	   44.18
2357   	地河         	20170411	  256.12
3008   	ミ       	20170411	 4395.70
3481   	竤承         	20170411	   12.41
2412   	い地筿       	20170411	   94.58
2308   	笷筿       	20170411	  152.74
2327   	瓣エ         	20170411	   94.43
